content,title
"如題,老外看中國，我是郝亦博,這個好記的開場，長得很帥的主持人,怎麼消失了,是因為他們經常碰觸敏感話題嗎?,可是他們也是外國媒體應該不會怎麼樣呀,感覺也不是觀看數不足被腰斬,好歹他們也是將近60萬訂閱的頻道,所以到底跑去哪了,最近發生這麼多事，應該他們會有很多看法的,--",[問卦] 老外看中國跑去哪了
"在排隊等上廁所的時候想到,如果讓史上最多勝的73勝總亞軍,與五星地獄總亞軍進行巔亞對決對決,那一總亞軍會勝出成為最強總亞軍？,有沒有八卦？,-----,Sent,from,JPTT,on,my,HTC,U11.,--",[問卦] 73勝總亞軍PK五星地獄總亞軍 誰勝？
"cna,仇恨同性戀行為,巴西最高法院定為犯罪,（中央社巴西利亞14日綜合外電報導）,巴西最高法院法官今天表決通過，宣告仇恨同性戀為犯法行為。,巴西是全球對LGBT族群（同性戀、雙性戀及跨性別者）最危險的國家，此舉,對性少數族群而言是重大一步。,巴西最高法院以8比3票通過這項措施，在國會通過針對這類歧視的法律前，將仇恨同性戀,歸類於類似種族歧視的罪行。,巴西國會是由占多數的保守派把持，受到福音派教會強烈影響。,向來保守且受到天主教影響的拉丁美洲地區，有愈來愈多國家通過支持LGBT權利的措施，,巴西現在也加入他們的行列。,法官露西亞（Carmen,Luzia）投下贊成票時說：「所有偏見都是暴力。所有歧視都是讓人,受苦的原因。但我知道有些偏見對其他人帶來更多痛苦。」,非政府組織「巴伊亞省同志團體」（Gay,da,Bahia）蒐集的過去40年國家統計數據顯示，,2017年發生因恐同症而起的387件謀殺案與58件自殺案，比2016年增加30%，相當於巴西每,19個小時就有1名LGBT人士自殺或遭謀殺。,巴西最高法院認為，到現在都還沒宣布這類歧視為犯法，是立法機關的疏失。不過，反對,的3名法官堅稱，宣布恐同為犯法是國會而非法院的職責。,法官李萬度斯基（Ricardo,Lewandowski）說：「只有國會可以通過罪行定義與罰則，只,有國會可以通過犯罪行為的法律。」,種族歧視與現在的「恐同症與恐跨症」行為，在巴西將處以1到3年有期徒刑或罰金。",[新聞] 仇恨同性戀行為 巴西最高法院定為犯罪
"1.媒體來源:,金融時報,2.記者署名,By,Daniel,Shane,in,Hong,Kong,3.完整新聞標題:,5月中國工業產出增長率為17年低點,5月中國規模以上工業增加值同比增長5%，是自2002年2月以來的最低水平。但5月的零售銷,售總額增長強勢反彈。,4.完整新聞內文:,今年5月，中國的工業產出增長降至逾17年的最低水平。這個世界第二大經濟體正在奮力應,對再度加劇的美中貿易緊張。,中國國家統計局周五發布的數據表明，今年5月份，中國規模以上工業增加值同比增長5%，,這是自2002年2月以來的最低水平，低於前一個月的5.4%。5月的數據還顯著低於路透社,(Reuters)調查的經濟學家所預測的5.5%。,5月份，中國經濟的一些方面確實表現出一些活力。5月份，中國的零售銷售總額增長強勢,反彈，從4月份的7.2%增至8.6%，4月份是自2003年以來表現最差的一個月。路透社調查的,經濟學家預計5月的零售銷售總額僅會增長8.1%。,令人失望的工業產出數據反映出美中貿易緊張的升級。5月中旬，美國總統唐納德・特朗普,(Donald,Trump)把對2000億美元中國輸美商品的關稅上調至25%。北京方面進行報復，對約,600億美元美國輸華商品加徵關稅。,儘管與2018年最後3個月相比，中國經濟在今年第一季度以高於預期的速度增長，但分析師,表示其中很大一部分要歸因於刺激措施和放鬆信貸流動。包括信貸增長在內，近期的數據,點遜於預期。,近來數周，北京方面加強了支持措施以支撐經濟發展，如鼓勵地方政府在重大項目中使用,專項債券。,荷蘭國際集團(ING)經濟學家彭虹(Iris,Pang)表示：「財政刺激可能增加，將主要通過加,速已規劃基礎設施的現有投資以及增加新的基礎設施項目來傳導。」,5.完整新聞連結,(或短網址):",[新聞] 5月中國工業產出增長率為17年低點
"不知道是台灣,沒有農藥,還是,如何,而且秋行軍聽名字,還以為是秋天會爆發的東西,以前都沒聽過,順便問問,秋行軍有天敵嗎？,還是是像福壽螺一樣是外來種,欺負本地種,欺負好玩的,--",[問卦] 秋行軍不怕農藥嗎？
"今天林書豪拿到NBA冠軍戒指,有幸可以活在豪哥大鳴大放的年代,身為華人大家都於有榮焉,以後的小孩如果想知道林書豪該怎麼介紹呢,有沒有書豪歷史定位的八卦,--",[問卦] 以後怎麼跟後代子孫介紹林書豪？
"如果香港鬧大,把共產黨的醜態表現出來,讓大家知道相信共產黨的下場是怎樣,可是這樣又很自私,因為很多香港人可能會因此被拘捕,受傷,甚至有人會死,大家現在會很自私的希望香港鬧大,讓台灣人看清事實嗎？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 大家會很自私的希望香港鬧大嗎？
"很多工作都會在契約上面寫說,工作場所禁止拍照之類的,如果寫上網寫心得分享這工作,這樣是會不會觸法阿,感覺應該是不會,只要沒有拍到會影響公司機密的東西,可是那種東西我也拍不到就是了,有沒有八卦呢？,--",[問卦] 工作場所拍照上網貼工作心得會被提告嗎？
"是的如果今天一個打者再前三個打席,分別打出了二安、三安、全壘打,到了第四個打席只差一隻一壘安打就,可以完成完全打擊，但沒想到這一球,又剛好被咬中打的很深遠，至少是二,壘安打以上的距離，請問他跑到了,一壘應該繼續往前跑，還是踩著壘包,完成這個光榮的完全打擊，如果他,不跑二壘能說他自私嗎？,--",[問卦] 差一壘安打完全打擊結果把球轟很遠？
"世紀帝國2裡面波斯,土耳其,薩拉森人,不是都穆斯林嗎?為什麼可以吃豬肉?,這不是違反宗教了嗎?有無八卦?,--",[問卦] 為什麼世紀2的土耳其人可以吃豬肉?
"整個直轄市,桃園市現在人口增加+1970,雖然總人口還是落後台中,但我個人認識的桃竹苗朋友,能搬到台中,高雄的,幾乎都搬到台中高雄定居了,,我之前去桃園市區逛,感覺都外勞很多,但整個桃園市人口還是增加的,個人認為,以常理來說,,台中,台南,高雄,的本地人,應該不會想在桃園定居?,可能是來工作的因素,會比較多?,那整個桃園的人口增加應該是中南部上來的居多吧?,有八卦嗎?,--",[問卦] 桃園人口增加是中南部人上來住的嗎?
"怪了,自從被拍到後,阿翔跟翔嫂都沒有再發文了,反而謝忻發了一篇道歉文,這真的很詭異??,到底是什麼情況???,--","[問卦] 很詭異,阿翔跟翔嫂都沒有再發文??"
"各位肥宅好,如題把石虎抓起來復育有沒有搞頭？,野生石虎大概有500隻,還沒到台灣雲豹的慘樣,300隻抓起來繁殖,很快就1000隻了吧,再畫個石虎保護區,不是就解套了嗎？,--",[問卦] 把300隻石虎抓起來復育有沒有搞頭
"《ＩＤ暱稱》god060119,(ˋ＿ˊ),《經濟狀況》小富,《登入次數》2220,次,(同天內只計一次),《有效文章》1403,篇,(退:0),《目前動態》不在站上,《私人信箱》最近無新信件,《上次上站》06/14/2019,20:24:32,Fri,《上次故鄉》223.137.31.131,《,五子棋,》,0,勝,4,敗,0,和,《象棋戰績》,0,勝,0,敗,1,和",[參選] god060119
"各位叔叔阿姨，晚上好，週末假期愉快～,小妹這幾天看了不少香港遊行抗議的影片，越看越不對勁，為什麼身為國家正義的國家機,器需要遮頭擋臉的呢？,按理來說，他們做這些事情應該自覺光明磊落、坦蕩蕩才對，所以台灣要不要趁還沒被統,之前，趕緊修法讓大家把頭盔護具打上編號，就像蔬果產地察一下編號就能知道來自哪個,派出所的誰。或者改成全透明頭盔，讓大家知道在執行正義的時候，究竟是正義自豪的表,情還是萬般不捨的無奈。,我覺得身為國家機器，人民有知道是誰在為我們服務的權利，應該也不過分吧☺,--",[問卦] 能不能修法把警用頭盔改成全透明材質？
"出社會就身體體力慢慢下滑,最近已經開始步入要吃藥控制的狀態,他媽的我吃的這個藥,副作用好像是春藥一樣,大雞雞是沒有翹,但渾身不對勁,瘋狂灌冰水,之前喝點咖啡還有點用,一直灌水壓火,有沒有藥的副作用是春藥的八卦,感覺物超所值耶,全台灣一人發一顆,這好東西應該要分享給大家的,#他媽的好難過,--,千杯千杯再千杯,--",[問卦] 藥嗑太多
"肥宅母米,今天！！,大谷翔平完全打擊,暴龍奪歷史首冠,豪豪拿戒指,王柏融4支3+主場首轟,難道是水星終於走上正途不搞逆行了嗎,--",[問卦] 今天是什麼日子？
"如題,小妹我晚餐吃腿庫肉便當+文山青,但我一吃腿庫肉覺得不對勁,在皮的裡面看到黑黑的一條,想把他挑出來",[問卦] 這是什麼東西?寄生蟲?
"亞洲四小龍,台韓港星,我會排,韓台星港,因為韓國有自由、民主，而且韓國自從推翻蒙古人之後，長期作為獨立國家,還有自己的歷史、文化以及語言，韓服是世界上跟已經沒人穿的漢服最像的服飾,日治時代之後，採用諺文，取代日常生活的漢字,而台灣雖然也有民主、自由，但是長期作為中原王朝的境內邊陲,被滿洲、日本、國民黨統治，喪失自己的語言，甚至也部分台灣人以台語為恥,卻自己給自己洗腦，,我是華人，不是中國人，但是我又講中文，國號又叫作Republic,of,China,反觀韓國人，最後一次當中國人已經是唐朝時候的事了,這一千多年來，養成了自己的語言跟文字，首都也在平壤或首爾,各位鄉民會怎麼排序?,--",[問卦] 亞洲四小龍--人生手抽 你怎麼選?
"韓國瑜再批「假韓粉」,爆氣連3罵：X種、雜X、器官小,高雄市長韓國瑜上任至今，抹黑不間斷！而他13日晚間在接受台視訪問時，也有感而發地,表示「黑韓」已經變成一個產業鏈，痛批假韓粉是暗黑中隊，只會躲在鍵盤後攻擊人，甚,至抱粗口「孬種、雜碎、天生器官小」，而他也說要讓這一切停止，就是如果他初選沒過,，這個產業就沒了。,韓國瑜在接受台視專訪中痛批「黑韓」部隊，他說自己不是陸委會，也不是總統府，也不,是中央機關，關於「反送中」晚了幾個小時發表意見，天天被罵！拜託好不好，才晚幾個,小時，因為「黑韓」是產業鏈，要等他沒有過初選就結束，就看下一個誰出來就黑誰。,談到網路上出現「黑韓」專門批評他，韓國瑜直言，這些人都是躲在鍵盤後面拿錢辦事，,每天每天不停攻擊，用字遣詞很毒辣！韓國瑜甚至砲轟「這些都是孬種，以他的定義，以,他大男人來看，這就是全部叫雜碎、孬種，這種人天生就是屬於器官比較小，膽子很小。,」,此外，他說還有一批裝做假韓粉，幫他樹立敵人，像是攻擊黃光芹，最後讓黃光芹討厭韓,國瑜，他說這樣只會讓台灣民主自由受傷害。但韓國瑜也坦言，他無力反制，因為這要花,很多錢，只有他不參選或在地球上消失，他也說當初連勝文參選市長就是「活活被罵衰」,。他也無奈地說，現在韓國瑜就是如此，所有網路不停的黑，就當掉，就這麼簡單！",[新聞] 韓國瑜再批「假韓粉」　爆氣連3罵：X種、
"反送中／黃智賢嗆香港年輕人是腦殘！港人怒罵：妳才是白痴,政治中心／綜合報導,2019-06-13,14:20",[新聞] 反送中／黃智賢嗆香港年輕人是腦殘！港人
"報名截止時間6/14,21:16,目前參選人有,1528,m",[公告] 目前參選人數^Q^
"1.媒體來源:,中時電子報,2.記者署名,中時,許哲瑗,3.完整新聞標題:,土城立雲街公有地遭占用,新北美樂地專案排除道路暢通,土城區立雲街5巷為未開闢完成的人行廣場用地，但長期遭民眾以鐵柵門占用，作為私人,停車及花圃使用，無視公權力的存在，在新北市政府以「新北美樂地專案」，多個局處通,力合作之下，排除占用排除占用、整修道路並繪設30個機車格供市民使用，不但解決當地,停車亂象問題也讓打通道路，讓附近交通順暢許多。,新北市推動公有土地「新北美樂地」專案，以「使用代替管理，進行活化使用」核心原則,，透過「共同合作」各機關協調模式，將閒置或遭私人占用的公有土地活化成公有停車場,、公園綠地、微笑單車停車場等公有設施設備，發揮土地最大使用效益，造福新北市民。,工務局指出，新北美樂地專案執行至今，陸續創造出土地活化效益，繼日前於板橋區南雅,西路2段301巷環河公園旁一處佔地約4500平方公尺的公有地作為公有停車場外，在收復市,有土地的使命下，土城區立雲街5巷也於最近完成3083平方公尺土地活化的成功案例。,工務局說明，土城區立雲街5巷為未開闢完成的人行廣場用地，但長期遭民眾以鐵柵門占,用，作為私人停車和花圃使用，無視公權力的存在，在市府交通局、警察局土城分局、區,公所、養工處等單位共同合作，強力掃蕩此處亂象，續由養工處於原址排除占用、整修道,路並繪設機車格30席供市民使用，解決當地停車亂象問題。,工務局強調，「新北美樂地」專案是以政府公權力為基礎，將遭占用之公有土地進行活化,再造闢建為供公眾使用為目的，除可有效提昇市容景觀外，也有帶動周遭土地價值的附加,效益。立雲街5巷活化後將串連鄰近之雲溪廣場，為市民提供至廣場休憩時更方便的選擇,，也能促進鄰近商圈發展，帶動地方繁榮，給市民更加安全便利的新生活。,清溪里長彭兆鵬說，廣場活化完成後，結合鄰近的雲溪廣場，提供休憩空間，周邊市容看,起來更乾淨、整齊，連房價都跟著拉高。,5.完整新聞連結,(或短網址):",[新聞] 土城立雲街公有地遭占用 新北美樂地專案
"黃金獵犬是最受全世界人們喜愛的狗狗,中國人也不例外,現在各大影音網站,都一定有很多中國人養黃金獵犬的影片,然後最神奇的是,中國人養的黃金獵犬超懂人話啊,問牠任何問題或交代牠各種指令,中國黃金獵犬都能答對或是完成,黃金獵犬這麼懂中文喔？,還是中國人有什麼魔法能把黃金獵犬訓練出完全通人性啊,為什麼世界上其他國家的黃金獵犬都無法達到高深的人語理解,而只有中國的黃金獵犬可以做到啊,有中國的黃金獵犬超懂人話的八卦嗎？科科,--",[問卦] 為什麼中國的黃金獵犬這麼懂人話啊
"香港超討厭中國人,結果被中國懲罰,反觀澳門人就乖乖的也不吵不鬧,大家一起發大財,澳門應該待遇不錯,香港人移民到澳門有搞頭嗎,反正才差一條河而已,--",[問卦] 為什麼澳門這麼乖?
"有木有nba,冠軍賽,不管,哪一隊拿了那屆冠軍,都會出現,好像支持很久的鐵粉？,放上動態馬上轉粉484？,有木有掛？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 有沒有牆頭草的掛？
"最近香港的事件引起大家討論,卻有許多長輩持反對意見,解嚴不過是1987年的事,這麼多經歷過戒嚴時期的人，為什麼不了解言論自由的可貴？,反而是沒經歷過的年輕人更了解民主的價值，為什麼？,小妹歷史不好政治也只是略懂，想聽聽大家的回答,--",[問卦] 經歷戒嚴卻不懂自由可貴
"大家豪,還記得以前小時候,頂呱呱門前都會擺一台氫氣球販賣機,每次媽媽帶我吃完頂呱呱總會叫媽媽買一顆給我,那時候氫氣球就是比一般氣球還要潮,因為要是不小心手滑可是會飛走的,帶回家看那顆球飄浮在天花板上真是有夠刺激,記得的都幾歲了,--",[問卦] 知道頂呱呱 擺氫氣球販賣機的都幾歲了
"醫師急迫調劑藥品規定太嚴,大法官認定違憲,最新更新：2019/06/14,19:42,（中央社記者林長順台北14日電）司法院大法官會議今天做出釋字第778號解釋，藥事法,施行細則第50條等對醫師調劑「醫療急迫情形」解釋部分，逾越母法規定，違反憲法第23,條法律保留原則，自解釋公布起失效。,醫藥分業後，依藥事法規定，藥品調劑應由藥師負責，但同法第102條第2項規定，在無藥,事人員執業的偏遠地區或「醫療急迫情形」，醫師可調劑藥品，若非上述兩種狀況，依法,可裁罰醫師新台幣3萬元以上、200萬元以下罰鍰。,「藥事法施行細則」則對何謂「醫療急迫情形」做出規定，「醫師於醫療機構為急迫醫療,處置，須立即使用藥品之情況」，行政院衛生署食品藥物管理局（今衛生福利部食藥署）,也以FDA藥字第1000017608函，說明「立即使用藥品」是指醫師「當場施與針劑或口服藥,劑」。,台北市1名婦產科診所毛姓醫師於民國102年替病患看病時，親自調劑交付藥品給病患，事,後病人卻提出檢舉，毛姓醫師被依違反藥事法裁罰3萬元。醫師認為符合「醫療急迫情況,」，提起訴訟均被駁回，向大法官聲請釋憲。,大法官會議今天做出釋字第778號解釋，認定藥事法第102條第2項規定限制醫師藥品調劑,權，未牴觸憲法第23條比例原則，與憲法第15條保障人民工作權意旨，尚未違背。,不過，大法官認為，藥事法施行細則第50條及食藥署FDA藥字第1000017608號函，均增加,法律所無的限制，逾越母法規定，與憲法第23條法律保留原則的意旨不符，應自本解釋公,布之日起，失其效力。（編輯：戴光育）1080614",[新聞] 醫師急迫調劑藥品規定太嚴 大法官認定違
"馬的,剛在刷IG,原本看梗圖粉專看的顆顆笑,結果留言一堆在那耍白爛,「現在是發梗圖的時候嗎」,「可以關心一下香港嗎」,幹,全世界的新聞都在報了還想怎麼樣,跑來梗圖粉專要人關心香港是衝三小,這麼關心不會飛去香港跟他們一起抗爭膩,除了香港,其他世界各地有多少地方在暴動,他媽的就沒看過你們覺青關心過,只出一張嘴,幹,可以麻煩不要再裝聖賢了嗎,Ok?,k,bye,--",[問卦] 為什麼要一直要求別人關心香港？
"1.媒體來源:,新頭殼,2.記者署名,黃子暘,3.完整新聞標題:,反紅媒遊行志工迅速額滿,黃國昌感謝再喊「623凱道見」,4.完整新聞內文:,由網紅",[新聞] 反紅媒遊行志工迅速額滿 黃國昌感謝再喊
"今年台灣人都覺醒了,台灣意識抬頭，美國也支持台灣獨立,現在宣布台灣獨立一定成功,有機會嗎？,有卦？,--",[問卦] 台灣今年可以獨立了吧？
"安安我肥魯宅,現在肚子餓突然好像吃士多啤梨蛋糕,請問哪裡有好吃的士多啤梨蛋糕可以買啊,--",[問卦] 哪裡有好吃的士多啤梨蛋糕啊？？
"一大早大谷笑死戰隊,接下來勇士迷在換褲子,剛剛又換大王笑死戰隊,我已經憋尿10小時了啊！,--",[問卦] 有沒有今天廁所一直爆滿的八卦
"參選資格,ＩＤ暱稱》xianyao,(艾瑪),《經濟狀況》普通,《登入次數》1158,次,(同天內只計一次),《有效文章》229,篇,(退:0),1.參選理由、參選期望,阿魯我先承認我是反甲阿肥啦！,阿肥並不是無腦恐甲、仇甲，阿肥是個理性的阿肥,像是之前本肥就提出公正客觀的統計數據打臉甲甲，證明甲甲在唬爛說謊,文章連結：",[參選] xianyao
"我有個很聰明的朋友,他最近一直追一個女生,一直說他和這個女生是兩人一家親，命運共同體,就連這個女生打他罵他,我朋友也只說不要理她，什麼都不要講就好了,一直很愛講什麼上兵伐謀，馬的伐克,朋友都說他很窩囊,我朋友卻說他是勇往直前,最近他終於追到這個女生,這個女生對我朋友説我愛你,我朋友卻叫他女朋友不要説我愛你,妳鬧成這樣子還對我説我愛你實在尷尬,我朋友到底是怎樣的心態啊？,--",[問卦] 追到女朋友後，卻叫女朋友不要説我愛你
"安安大家好,4我啦,死魚眼,現在在開住戶大會啦,摸彩獎品居然拿到香皂禮盒,超級爛的==,有沒有住戶大會抽到最好的獎品是什麼的卦？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 住戶大會摸彩？
"西多士跟檸檬七喜,好像都是香港常見的食物,甚至是港人下午茶必點,那關於這兩樣東西有沒有什麼八卦,或是鄉民覺得哪家的最好吃,有卦嗎,--",[問卦] 西多士西多士西多士 檸檬七喜？
"PTT上罵人到底會不會被告啊？,我看八卦鄉民一堆人都說不會被告,就算被告也是不起訴,到底是真的還是假的？,那板上一堆道歉文是怎樣,是嚕嚕我眼睛AY障重嗎,-,-",[問卦] PTT上罵人到底會不會被告啊
"如題,要換套房住,不想帶走,一手乾淨的百威,之前買太多沒喝完",[問卦] 啤酒喝不完該怎麼辦？
"同樣有台灣血統,人家在NBA發揚光大,台灣不可能後繼無人吧,目前台籃界中誰能跟人家抗衡,又台灣最強十人湊一隊,大概是NBA哪一隊程度??,--",[問卦] 台灣籃球界還有誰能抗衡林書豪
"剛剛看到一篇新聞,在反送終抗議中,有一個六十歲的老伯伯,本身患了肺癌第三期,只是單純去抗議,結果被支那賤畜警犬,用幹牠老母的塑膠子彈打傷,並拳打腳踢,最諷刺的是,去醫院就醫,卻被警犬硬抓出來提告,並送去拘留病房,這種垃圾國家,還有政治人物希望跟牠們有往來,有沒有支那警犬的八卦？",[問卦] 有沒有支那警犬欺負老人的八卦？
"八卦版的版友們好！,我有先自己Google了,但是找不到答案,所以來貴版詢問一下,謝謝,***********************,小弟想請教一個問題,小弟我今天聽到很瞎的事,我們家族有一個LINE群組,裡面通常都是長輩在討論事情,我們晚輩都只是潛水夫,今天我弟大辣辣地退出群組,我爸很震驚.....於是他打電話去問我弟怎麼回事？,我弟說....(我覺得很瞎)......,他說：「我的LINE有設定特殊功能，若群組中有談論政治或宗教，會自動把我退群組。」,@@,我一聽到就說：「太唬爛的吧...我怎麼沒聽說LINE有這個功能」,我接著又說：「AI要怎麼判定有談論政治或宗教？我打『韓國瑜』跟『耶穌』，,該群組就會被認定是『政治性或宗教性』？！,太瞎了吧！,」,我爸跟我說：「我也是半信半疑....你幫我去網路問一下。」,*********,請問各位，我弟說的是真有其事嗎？,請知道的大大解惑一下,感恩！,--",[問卦] LINE群組可以設定排除特定議題？
"走路辣露三角洲,網嗨爆：比真理褲兇,三立新聞網,setn.com,三立新聞網,setn.com,30.6k,人追蹤,三立新聞網,2019年6月13日,下午10:30,生活中心／綜合報導,夏天快到了！不少女性會穿牛仔短褲出門秀美腿。不過越南一名女子相當前衛，竟在褲子,左邊「挖大洞」，導致她的神秘三角洲若隱若現，只要動作稍微大一些，就可能會走光。,照片曝光後，掀起網友熱議，紛紛直喊：「比真理褲更兇！」,檢視相片,▲辣妹褲子左邊「挖大洞」。（組圖／翻攝自微博）,大陸一名網友「爆笑三叔」，日前在越南街頭拍下一系列的辣妹照，可看到辣妹身穿一件,露出深V、小蠻腰的黑色上衣，下身則穿上一件牛仔短褲，但仔細一看，辣妹的褲子左邊,破了一個大洞，走起路來神秘三角洲若隱若現，一不小心就會走光。,檢視相片,▲真理褲。（圖／翻攝自「爆廢公社」）,其他網友看到後掀起熱議，紛紛暴動直喊：「大辣了！」、「比真理褲更兇」、「我路邊,都遇不到啊」、「讚喔！這褲子的設計很可以」、「真羨慕攝影師餒」。,不過仍有網友持不同看法，留言狂酸：「是不是想引人犯罪」、「傷風敗俗！」、「乾脆,別穿了吧」、「這樣不冷嗎？」、「不怕冷風吹進洞耶」、「我不想要看到妳的黑森林」,、「真傷眼」。,更多三立新聞網報導,還,蠻,屌,的",[新聞] 走路辣露三角洲 網嗨爆：比真理褲兇
"1.媒體來源:中國時報,2.記者署名:19:11,2019/06/14,中時,劉宥廷,3.完整新聞標題:韓國瑜訪視偏鄉,戴頭巾親自打菜供餐,4.完整新聞內文:",[新聞] 韓國瑜訪視偏鄉 戴頭巾親自打菜供餐
"權力使人腐化,換個位置換個腦袋似乎是人的本性,美其名說是變圓融,""到這個位置才知道其他人這麼做的道理"",實際上卻是內心的慾望被喚醒,不一定獲得實際的財物,也可能只是滿足自己偏激想法,除了聖嚴法師有人敢說自己始終如一嗎,(始終如一爛的不算),--",[問卦] 掌權後不忘初衷的人
"中職／王建民開球「挖地瓜」,接中華隊教練不習慣,2019-06-14,19:50聯合報,記者葉姵妤╱即時報導,前旅美投手、目前在富邦悍將隊擔任二軍客座投手教練的王建民，今天擔任悍將隊與中信兄,弟之戰的開球嘉賓，但重返投手丘，投直球卻提前落地，他笑稱是指叉球，「我這幾天有苦,練很多顆，但還是沒辦法掌握那顆球。」,王建民曾在大聯盟留下連兩季19勝的佳績，目前則是悍將隊二軍客座教練，今天獻出他在中,職的開球處女秀，由他調教有成、上周拿下生涯首勝的21歲投手游霆崴擔任開球捕手。,然而王建民開球「挖地瓜」，球在本壘前提前落地才被接進游霆崴的手套，事後受訪時，他,開玩笑說投的是指叉球。,目前除了悍將隊二軍教練，王建民的新身份是世界12強賽的中華隊牛棚教練，這是他繼2013,年經典賽後再披國家隊戰袍、首度擔任國家隊教練，他也坦言，這樣的身份轉換感覺有點奇,怪，「以前是球員身份，現在是教練身份，有點不習慣。」,王建民透露，當初被徵詢擔任中華隊教練的意願時，自己有考慮了一下，「想說，如果接了,這職位，我也沒當過真正的牛棚教練。」但決定接下這任務，他說：「就當作是學習，把自,己所知道的，看可以教給他們什麼。」,而昨天中華隊教頭洪一中被問及，是否有讓王建民上場投球的規劃，他回應要看王建民的意,願，但王建民坦言，現在已不再有再當投手的想法，還開玩笑說，若要繼續投，「可能要再,練一顆蝴蝶球。」",[新聞] 中職／王建民開球「挖地瓜」 接中華隊教
"1.媒體來源:,自由時報,2.記者署名,記者-陳慰慈,3.完整新聞標題:,被2學長強摸、咬「小鳥」,少年隱忍81次提告,4.完整新聞內文:,〔記者陳慰慈／新北報導〕一名就讀餐飲科的16歲少年，學校與某知名餐廳建教合作，前,年在新北市實習期間，在宿舍被23歲張姓及19歲黃姓學長強吻及強撫、咬生殖器，少年受,不了向舍監投訴，並提告強制猥褻，新北地檢署考量張、黃姓學長已與少年調解成立，少,年也同意予以緩起訴，因此予兩學長緩起訴處分，條件是得接受40小時法治教育。,少年前年以實習生身分北上接受餐廳職訓，張、黃擔任授課學長，少男指控，前年9月至1,1月間，張男在宿舍以每日1次頻率，強抱、親吻他臉頰、嘴唇，還撫摸他生殖器，強制猥,褻他77次；前年10月，黃男也對他上下其手，還強咬他的「小弟弟」共猥褻4次，少年不,堪其擾向舍監投訴，並告訴父親，報警提告。,庭訊時，兩名學長坦承因性需求做出此事，並與少年達成和解，法官考量兩名學長無前科,、深表悔悟，犯罪情節尚屬輕微，因此予兩學長緩起訴。",[新聞] 被2學長強摸、咬「小鳥」 少年隱忍81次
"1.媒體來源:,公視新聞網,2.記者署名,黃怡菁,郭俊麟,台北報導,3.完整新聞標題:,民團觀察,9成同志家暴當事人選擇隱忍,4.完整新聞內文:",[新聞] 民團觀察 9成同志家暴當事人選擇隱忍
"如標題,杏鮑菇,嘔嘔嘔嘔嘔嘔嘔嘔嘔,味道超噁心的啦,偏偏很多菜又會加那種一片一片的,嘔嘔嘔嘔嘔嘔嘔嘔,吃到快吐了,有沒有,也覺得杏鮑菇很噁心的啊？,通通站出來喇,嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔,--",[問卦] 有沒有覺得杏鮑菇很噁心的人？
"王柏融對巨人轟出全壘打,火腿5-3領先巨人,恭喜王,火腿從0-3打到5-3逆轉,--",[爆卦] 王柏融全壘打
"小妹我22K,但是人小覽趴打,打算有一天買台C300嗆一下妳們這群魯蛇,想問一下如果我不生小孩的話,是不是就能養賓士,有人知道哪個比較好養嗎?,--",[問卦] 養C300 vs 養小孩?
"大家安安,大家好,我想問問爲何皮卡丘這麼可愛,整天皮卡皮卡的,長大後,卻直接變,討人厭的肥宅？,--",[問卦] 皮卡丘爲何長大變肥宅？
"最近看了三國志,赫然發現韓馥這個人根本是孬種、雜碎、器官小,我的解析如下,(以下資訊皆來自維基百科)",[問卦] 韓是不是孬種、雜碎、器官小的無能草包??
"郭文貴雖然逃到美國了,但是錢好像完全匯出,上次還看到郭文貴開箱超跑,然後在美國吃住都是高檔的,郭文貴贊助香港45億美元",[問卦] 郭文貴多有錢? 贊助香港45億美元
"如題,小弟目前在等一個女生朋友,要去她家看電影,我們只約好看電影,其餘都沒說,請問該準備什麼？,-----,Sent,from,JPTT,on,my,HTC_U-3u.,--",[問卦]  要去女生朋友家看電影 請問該準備什麼？
"我有個女生朋友每幾個月就出國一次,每次不是去日本就是韓國,還有個朋友把沖繩當墾丁,幾乎每個月都去一趟,把錢累積起來去趟歐洲不是比較好嗎?,八卦網友有人去過南北極了嗎,來個IP吧,--",[問卦] 一直去日本韓國
"1.媒體來源:,公視新聞網,2.記者署名,林靜梅,吳嘉堡,新北市報導,3.完整新聞標題:,溝通不足、信任度低,台灣核廢存放選址仍難解,4.完整新聞內文:,2019年6月13日",[新聞] 溝通不足、信任度低 台灣核廢存放選址仍
